,user_id,rec
957,1283,"[945611, 951976, 6548156, 15972479, 10456015]"
958,1284,"[903567, 1047249, 832526, 844462, 15801096]"
959,1285,"[822953, 925364, 5571248, 827271, 13008321]"
960,1287,"[1067565, 899459, 10356789, 10141644, 8019522]"
961,1288,"[862671, 921800, 922102, 998741, 1058754]"
962,1289,"[18005260, 1054644, 1016538, 879701, 1105426]"
963,1290,"[981760, 1081177, 913202, 971165, 1074524]"
964,1291,"[827047, 904435, 1040788, 1012801, 1009662]"
965,1293,"[15452905, 1102453, 1079699, 1044955, 15926886]"
966,1294,"[905501, 13416452, 1030282, 1085780, 1088836]"
967,1295,[911778]
968,1296,"[838738, 925164, 12757123, 9265500, 1063578]"
969,1297,"[6534178, 15926886, 1103752, 10457518, 6534178]"
970,1298,"[962118, 884518, 915459, 15597022, 15592590]"
971,1299,"[915115, 884020, 835864, 921863, 938622]"
972,1300,"[825075, 12811477, 826004, 843171, 9363396]"
973,1303,"[826860, 9527187, 1033562, 1039857, 1049708]"
974,1304,"[869604, 931324, 1122085, 15926725, 921475]"
975,1305,"[820347, 896958, 934112, 9419648, 9419585]"
976,1306,"[5583623, 8354560, 10457518, 10254765, 9837092]"
977,1307,"[17290664, 18104617, 1063207, 9187298, 1044681]"
978,1310,"[9833656, 13417048, 931297, 849843, 910745]"
979,1312,"[837139, 12524699, 7409974, 7441926, 8353115]"
980,1313,"[920091, 1024629, 5567226, 5582370, 942894]"
981,1314,"[15831034, 6534178, 1019826, 6534166, 9803207]"
982,1316,"[1005991, 1106076, 6544219, 7441570, 9704731]"
983,1317,"[6034554, 7409442, 835694, 916143, 1053690]"
984,1318,"[821083, 821083, 14025678, 904241, 855800]"
985,1319,"[15778683, 913658, 1056620, 1035836, 1004895]"
986,1321,"[985521, 1016260, 1100533, 888111, 1082947]"
987,1325,"[848945, 848945, 13007355, 1010409, 920724]"
988,1326,"[6533765, 989251, 1122878, 12729288, 5592455]"
989,1328,"[953134, 962118, 962118, 981760, 836445]"
990,1329,"[16766191, 995242]"
991,1330,"[1080279, 15926775, 18003264, 15926844, 9188792]"
992,1331,"[1026891, 1031316]"
993,1332,"[993327, 848605, 1118890, 994894, 953581]"
994,1333,"[826816, 17249899, 863479, 985420, 827332]"
995,1334,"[930917, 852182, 12781869, 17826734, 10312139]"
996,1335,"[831728, 853548, 864557, 947326, 1042571]"
997,1336,"[981760, 981760, 981760, 981760, 5565802]"
998,1337,"[9671465, 12385624, 881988, 944323, 950384]"
999,1338,"[6534178, 896611, 935993, 1031831, 1085154]"
1000,1340,"[912987, 889362, 1014082, 1035144, 960744]"
1001,1342,"[852080, 6534178, 949294]"
1002,1343,"[18006037, 18006036, 6704062, 6548129, 6544219]"
1003,1344,"[1056413, 847634, 15686676, 12263119, 12185235]"
1004,1346,"[448699, 522968, 13211907, 10455103, 9676314]"
1005,1347,"[5590817, 9419648, 1109805, 1069360, 1114907]"
1006,1350,"[12731432, 940023, 7025517, 849843, 883404]"
1007,1351,"[923746, 1133018, 1133018, 1133018, 860975]"
1008,1352,"[892264, 1107749, 887299, 935200, 1077512]"
1009,1353,"[1041829, 15926712, 823194, 907892, 929180]"
1010,1354,"[1096603, 15737717, 13512639, 10285373, 5978656]"
1011,1355,"[5571176, 8118675, 1089440, 1113285, 5568702]"
1012,1356,"[981760, 824305, 1044724, 8119101, 12187385]"
1013,1357,"[5582789, 13511722, 860975]"
1014,1358,"[845537, 16806958, 13512989, 884353, 1005902]"
1015,1359,"[12525264, 1074293, 1113511, 6979345, 1001412]"
1016,1360,"[853041, 877798, 920112, 957444, 1010259]"
1017,1361,"[853529, 929484, 1043289, 9880241, 10150016]"
1018,1362,"[862331, 992077, 7169088, 887009, 944376]"
1019,1363,"[862010, 862010, 13653499, 1060005, 9837436]"
1020,1364,"[6602440, 1005186, 963683, 918907, 18106229]"
1021,1366,"[838800, 1103147, 888004, 832966, 15717272]"
1022,1367,"[6534178, 919704, 6034239, 1105358, 13158531]"
1023,1368,"[14106445, 1069312, 9677354, 983350, 997423]"
1024,1369,"[1002552, 1003159, 5592629, 12731432, 1112592]"
1025,1370,"[15973290, 956397, 819112, 1125197, 971474]"
1026,1373,"[9487446, 12781606, 12781924, 13095529, 13416930]"
1027,1374,"[857902, 872066, 959900, 1015375, 6979393]"
1028,1375,"[12263234, 852035, 965719, 882810, 1130517]"
1029,1376,"[6534178, 1079023, 1036623, 1011459, 977873]"
1030,1378,"[821756, 9574160, 854607, 834932, 830015]"
1031,1379,"[981760, 981760, 981760, 981760, 981760]"
1032,1380,"[906449, 920740, 1000148, 6463579, 990817]"
1033,1381,"[828557, 15717057, 13213121, 18004970, 18004970]"
1034,1382,"[899624, 1052912]"
1035,1383,"[940949, 870720, 910777, 927382, 1024871]"
1036,1384,"[923930, 7169089, 15926638, 849843, 1133018]"
1037,1385,"[1044207, 1077540, 9835606, 1126910, 1084781]"
1038,1387,"[854133, 1017369, 1018316, 1060543, 1068504]"
1039,1388,"[822583, 1007316, 851468, 1072920, 1075171]"
1040,1389,"[981760, 838637, 1069609, 1113768, 6463477]"
1041,1390,"[9487901, 12301101, 874877, 9337142, 10148537]"
1042,1391,"[6534178, 864722, 1055072, 1054047, 1031923]"
1043,1393,"[1036288, 5978656, 6919082, 9829205, 16053142]"
1044,1394,"[981760, 974336, 827806, 1098815, 10201697]"
1045,1395,"[936634, 823503, 1104898, 7024806, 1031975]"
1046,1397,"[14025138, 947211, 836645, 6548594, 15483282]"
1047,1398,"[12810393, 921836, 1056762, 904755, 918462]"
1048,1399,"[855708, 10149686, 10456179, 13095243, 15452821]"
1049,1401,"[991019, 999891, 1015694, 1128464, 1042697]"
1050,1402,"[12949872, 849843, 1106523, 840361, 840361]"
1051,1403,"[1116741, 951590, 1135476, 5569230, 870547]"
1052,1405,"[981760, 1136988, 845868, 9858585, 1107420]"
1053,1406,"[1076703, 970409, 17290854, 15717050, 910255]"
1054,1408,"[1092045, 1107951, 10149265]"
1055,1409,"[5978656, 853522, 851528, 13906641, 942565]"
1056,1410,"[855330, 903046, 903687, 922892, 932529]"
1057,1412,"[932182, 1107089, 9487606, 820895, 1055201]"
1058,1413,"[1054383, 9187298, 6396304, 906262, 870547]"
1059,1414,"[822816, 898466, 1009246, 1047509, 1118235]"
1060,1417,"[6533889, 1069078, 17215208, 869604, 15716401]"
1061,1418,"[1077745, 17291593, 1080153, 6979241, 13381815]"
1062,1419,"[8181417, 927712, 18037791, 6633344, 842455]"
1063,1421,"[981760, 981760, 981760, 938139, 1099656]"
1064,1423,"[927080, 8358471, 12810484, 5981267]"
1065,1425,"[1117723, 15717057, 15596705, 12263934, 1111306]"
1066,1426,"[971922, 993379, 9676866, 1092502, 1137540]"
1067,1427,"[899655, 1115098, 1039081, 850601, 954077]"
1068,1428,"[9553371, 1066884, 1107373, 5565352, 7407187]"
1069,1429,"[1088333, 963354, 998404, 7168383, 945611]"
1070,1430,"[981760, 981760, 819834, 1000728, 906309]"
1071,1431,"[12301109, 874112, 1013982, 1013982, 874112]"
1072,1434,"[6979128, 987694, 9651705, 9419563, 6602447]"
1073,1437,"[959172, 967065, 1029684, 1031886, 1033046]"
1074,1440,"[6534178, 977508, 12810556, 10457400, 10204556]"
1075,1443,"[942077, 943940, 898361, 1082234, 1130397]"
1076,1445,"[1107089, 905582, 1008622, 5978656, 899038]"
1077,1447,"[1026931, 963676, 15926725, 12188042, 7409845]"
1078,1450,"[843656, 1049788, 1099270, 836952, 920426]"
1079,1451,"[6534178, 871680, 10356076, 10204333, 12187814]"
1080,1452,"[1013928, 1013928, 1007136, 935546, 1058779]"
1081,1453,"[862010, 862010, 859129, 1005186, 1005186]"
1082,1454,"[9837092, 1036159, 1005186, 13513218, 15741540]"
1083,1457,"[936723, 987724, 1033615, 1044078, 1133018]"
1084,1458,"[5568378, 12171861, 7166791, 17106613, 14020042]"
1085,1459,"[15596587, 876827, 9931626, 6602671, 1079659]"
1086,1461,"[6534178, 1051989, 918688, 924198, 928814]"
1087,1462,"[17901020, 1037398, 9446216, 1094223, 7463287]"
1088,1463,"[8090560, 857276, 5592030, 1082544, 1040916]"
1089,1464,"[13115699, 1110857, 1013615, 891405, 886686]"
1090,1465,"[842647, 844441, 989157, 842286, 909487]"
1091,1466,[827180]
1092,1467,"[17214971, 1037417, 6534178, 15597049, 1012634]"
1093,1470,"[1063739, 1055339, 6534178, 992650, 1019278]"
1094,1471,"[5978656, 908531, 868971, 1073150, 862349]"
1095,1473,"[818981, 6919377, 924421, 954790, 995904]"
1096,1474,"[15927529, 1115358, 1070238, 1013626, 913226]"
1097,1475,"[981760, 981760, 6534178, 929768, 13777049]"
1098,1476,"[13213475, 1057749, 5995490, 7442951, 12330274]"
1099,1479,"[6534178, 1029833, 6633031, 13115937, 913449]"
1100,1480,[1010112]
1101,1481,"[981760, 904575, 8091654, 9297154, 987628]"
1102,1483,"[821890, 9677378, 10456633, 10457464, 10457520]"
1103,1484,"[869660, 1115577, 834631, 989275, 1036297]"
1104,1485,"[6602440, 840732, 936138, 905817, 1134840]"
1105,1487,"[973673, 10457046, 867827, 856382, 895842]"
1106,1488,"[15597059, 884136, 874609, 9368203, 948787]"
1107,1489,"[981760, 981760, 993680, 829950, 8290587]"
1108,1490,"[981760, 960253, 1036930, 13115524, 15686797]"
1109,1491,"[1001475, 955687, 12188583, 839818, 942565]"
1110,1492,"[1111839, 845725, 899844, 917485, 12949872]"
1111,1493,[908531]
1112,1494,"[1094030, 882305, 988275, 1065915, 1101394]"
1113,1495,"[851494, 5564303, 5592641, 13002975, 1113721]"
1114,1499,"[14106445, 16809545, 13189504, 985999, 908318]"
1115,1500,"[926307, 985399, 991874, 1032584, 1111129]"
1116,1501,"[6534178, 1089438, 6904428, 8160430, 9446216]"
1117,1502,"[16809467, 1010561, 12188446, 943286, 957420]"
1118,1506,"[987562, 987562, 896083, 1113792, 1101725]"
1119,1507,"[1734795, 2045856, 15926844, 13002981, 1111236]"
1120,1508,"[961032, 1131348, 885968, 6919297, 9296544]"
1121,1509,"[981760, 981760, 822133, 1135459, 12172170]"
1122,1510,"[852035, 1005186, 957891, 1031476, 1003649]"
1123,1511,"[901211, 15926725, 16809467, 862642, 890407]"
1124,1512,"[6534178, 951035, 965208, 968146, 989763]"
1125,1513,"[12326050, 1135371, 1096810, 1052789, 1026063]"
1126,1514,"[972357, 13986243, 1035002, 956672, 1022527]"
1127,1515,"[1077143, 864279, 10201512, 874314, 1028168]"
1128,1517,"[981760, 15926886, 875373, 7169121, 10150194]"
1129,1518,"[981760, 1033615, 985119, 962229, 5585510]"
1130,1519,"[849843, 17903170, 892048, 1125155, 1067443]"
1131,1520,"[1133072, 995242, 1071939, 826249]"
1132,1521,"[951971, 982790, 999779, 9420312, 1053690]"
1133,1523,"[851287, 912451, 1057306, 1076366, 1139058]"
1134,1524,"[6534178, 1084321, 1124148, 915370, 1131133]"
1135,1525,"[851241, 1047525, 5568320, 17179873, 15629778]"
1136,1526,"[888004, 7166723, 1070910, 1037417, 18105225]"
1137,1527,"[981760, 981760, 15628057, 1132943, 6534178]"
1138,1528,"[874025, 965705, 863519, 1110624, 922072]"
1139,1529,"[6533765, 12524699, 1125837, 1060912, 6534178]"
1140,1530,"[8357418, 936830, 910255, 936830, 943169]"
1141,1531,"[1032658, 6443086, 9368294, 843991, 8353115]"
1142,1532,"[12301109, 14025159, 1061125, 860651, 1134821]"
1143,1533,"[819227, 1006664, 15716315, 15716284, 15716098]"
1144,1534,"[879988, 1039505, 958909, 947658, 877674]"
1145,1535,"[16122293, 1043766, 1116207, 1106186, 901976]"
1146,1536,"[981760, 6534178, 7168417, 850562, 896809]"
1147,1537,"[17248747, 14043823, 1095669, 1076146, 16809471]"
1148,1539,"[999965, 9931566, 949294]"
1149,1540,"[15926638, 1096622, 15831234, 7151824, 7024871]"
1150,1541,"[17899701, 13189991, 9553185, 8160468, 880969]"
1151,1542,"[1134790, 12487358, 1087353, 982283, 1115963]"
1152,1543,"[821083, 821083, 825450, 946273, 15452805]"
1153,1545,"[933719, 948468, 1045337, 13382402, 1106523]"
1154,1546,"[1053489, 927783, 1133075, 10456346, 5591089]"
1155,1547,"[6534178, 1103705, 829722, 1126294, 1135802]"
1156,1548,"[1016129, 885795, 999625, 875392, 1138423]"
1157,1549,"[16829664, 8203851, 865823, 8160168, 8160117]"
1158,1550,"[9835619, 984088, 16200757, 1003133, 15596021]"
1159,1552,"[908064, 968762, 1019028, 1109188, 912301]"
1160,1553,"[981760, 1044130, 1082825, 18037898, 879689]"
1161,1555,"[831559, 856687, 888054]"
1162,1556,"[847966, 13842160, 992065, 980488, 847966]"
1163,1557,"[6534178, 916159, 17214320, 13213186, 7443226]"
1164,1558,"[1030093, 1020623, 839438, 16809558, 15741787]"
1165,1559,"[826597, 1085963, 929388, 1108947, 1110031]"
1166,1560,"[9524291, 835530, 1021519, 1081479, 965766]"
1167,1563,"[981760, 1126899, 959856, 918098, 1035321]"
1168,1564,[1004906]
1169,1566,"[830568, 15830909, 6772875, 8069095, 15863619]"
1170,1567,"[862826, 16809649, 14025713, 1089069, 14077523]"
1171,1568,"[1126203, 17248535, 854520, 1049788, 1011525]"
1172,1569,"[858478, 971285, 850157, 1132770, 866227]"
1173,1570,"[852650, 13842090]"
1174,1571,"[981760, 1024879, 12384952, 12385554, 8090509]"
1175,1572,"[1123022, 960484, 6534178, 6534178, 12781725]"
1176,1575,"[10457112, 928092, 825616, 13511475, 978306]"
1177,1576,"[981760, 822664, 999391, 8119301, 1121041]"
1178,1577,"[1006483, 6533765, 6534178, 876570, 6979753]"
1179,1578,"[969846, 1060005, 1102453, 6534178, 965719]"
1180,1579,"[1016539, 883621, 948748, 13380863, 10285389]"
1181,1580,"[1029372, 877580, 15452284, 15596093, 14112236]"
1182,1581,"[17249480, 1125391, 840732, 883819, 886317]"
1183,1584,"[825882, 917407, 885586, 8062886, 998037]"
1184,1585,"[830070, 1049918, 977928, 947026, 935218]"
1185,1587,"[862242, 831509, 1081496, 1088387, 5565392]"
1186,1588,"[9487322, 8155392, 1137312, 1061203, 1082269]"
1187,1590,"[853354, 824977, 849325, 918994, 968164]"
1188,1591,"[1101445, 847901, 991874, 1012941, 1092040]"
1189,1592,"[7466806, 869622, 8358386, 1091365, 1090587]"
1190,1593,"[981760, 15452761, 950849, 963877, 1139606]"
1191,1594,"[866778, 18004134, 13115542, 7147145, 915762]"
1192,1595,"[6534178, 9242397, 6632785, 902396, 13158498]"
1193,1596,"[892573, 13512240, 8160430, 12428436, 13133557]"
1194,1598,"[927382, 990897, 5575228, 1137342, 1087754]"
1195,1599,"[6391280, 1094190, 1071746, 8091550, 9527257]"
1196,1600,"[1075007, 1120963, 15830936, 914483, 960791]"
1197,1602,"[827939, 1134633, 1060705, 1040817, 1025468]"
1198,1604,"[917482, 6979161, 888092, 17179899, 15972790]"
1199,1607,"[8090521, 989157, 1027421, 961003, 1005186]"
1200,1608,"[1027829, 948332, 989758, 1015805, 1024871]"
1201,1609,"[925863, 6533889, 15596451, 14025500, 13876346]"
1202,1611,"[981760, 981760, 12731436, 953476, 15716403]"
1203,1612,"[893042, 13115920, 15926507, 15972927, 17248549]"
1204,1614,"[1055015, 6391086, 9337199, 12523703, 944178]"
1205,1618,"[852035, 981760, 839485, 871090, 13213107]"
1206,1619,"[981760, 862876, 897178, 959900, 8090598]"
1207,1620,"[10285364, 1077587, 824193, 877649, 1011832]"
1208,1621,"[848669, 837579, 1099164, 861819, 891393]"
1209,1622,"[981760, 820612, 9420036, 1065380, 1026209]"
1210,1623,"[12810457, 878732, 12385373, 12427532, 16123358]"
1211,1624,"[1074500, 1051884, 15715933, 6773058, 857638]"
1212,1627,"[880427, 13987006, 1129945, 1087581, 1117899]"
1213,1628,"[823099, 954809, 15926927, 15972074, 15972074]"
1214,1630,"[872342, 822484, 857276, 893811, 944588]"
1215,1631,"[1089766, 13842104, 12262992, 963228, 867330]"
1216,1632,"[6534178, 9487782, 15926842]"
1217,1633,"[981760, 17249416, 13007846, 840764, 9527261]"
1218,1634,"[875589, 1057513, 12263759, 839485, 5587039]"
1219,1636,"[12457084, 9297575, 1103691, 1056611, 1065646]"
1220,1637,"[981760, 859427, 15741925, 13512837, 13189983]"
1221,1638,"[1033751, 972894, 1004762, 5591089, 1069415]"
1222,1640,"[838563, 6919619, 15800691, 15800550, 12524174]"
1223,1641,"[843210, 1037089, 15596307, 13416167, 8248997]"
1224,1642,"[1099510, 824005, 951590, 1079067, 1037863]"
1225,1643,"[824291, 6534178, 904618, 6463483, 988116]"
1226,1644,"[1042774, 259120, 397896]"
1227,1645,"[1005991, 909479, 17902811, 1093721, 849843]"
1228,1646,"[1070820, 847789]"
1229,1647,[6979578]
1230,1648,"[848329, 868616, 6534178, 15778269, 14112236]"
1231,1649,"[1013531, 1053924, 9833335, 15830930, 12810393]"
1232,1650,"[909685, 950550, 1130517, 941307, 897746]"
1233,1651,"[825064, 876827, 980263, 5568893, 9526993]"
1234,1652,"[884938, 932420, 986492, 1066893, 13189968]"
1235,1653,"[6534178, 990256, 16734717, 13417258, 13416827]"
1236,1654,"[6534178, 6534178, 887102]"
1237,1657,"[1082127, 6534178, 12484608, 1015855, 869195]"
1238,1658,"[15717118, 888543, 855374, 847598, 836823]"
1239,1659,"[922340, 883621, 917438, 918684, 918688]"
1240,1660,"[822966, 1082700, 15928087, 827194, 955854]"
1241,1662,"[850562, 1048747, 6552637, 1114907, 1092972]"
1242,1663,"[9704174, 6534178, 6534178, 969744, 1006483]"
1243,1664,"[894511, 10456655, 6534166, 1135354, 935842]"
1244,1665,"[826969, 1030040, 1089986, 951976, 16770156]"
1245,1666,"[822259, 962229]"
1246,1668,"[7132800, 8160225, 12781573, 13986271, 15687070]"
1247,1669,"[849205, 858439, 879506, 1000059, 1013531]"
1248,1672,"[6533765, 6534178, 851639]"
1249,1673,"[6534178, 1026737, 900145, 857723, 1139819]"
1250,1676,"[1006878, 824305, 824305, 852035, 1127548]"
1251,1677,"[981760, 821032, 982211, 960253, 901460]"
1252,1680,"[859623, 1032458, 9338009, 1092045, 1077455]"
1253,1683,"[955370, 1065380, 9926758, 15452820, 969866]"
1254,1684,"[889420, 883783, 1037560, 976038, 6633075]"
1255,1685,"[7410346, 7168417, 8118726, 12302169, 1073506]"
1256,1686,"[6919433, 963580, 5571685, 1038443, 993680]"
1257,1687,"[823099, 1042765, 1070910, 1030569, 971807]"
1258,1688,"[1029688, 12696090, 1075368, 1103556]"
1259,1689,[1076056]
1260,1690,"[9553176, 835004, 928049, 995785]"
1261,1692,"[962118, 962118, 962118, 1107839, 1011832]"
1262,1693,"[1005576, 885356, 15926844, 15596077, 10149852]"
1263,1694,"[6534178, 1119546, 14025185, 6533765, 6534178]"
1264,1695,"[1110797, 12384479, 1035386, 953320]"
1265,1696,"[888543, 7443130, 10149631, 10457519, 12524086]"
1266,1697,"[1111447, 896761, 911703, 5565866, 5995129]"
1267,1698,"[894511, 1053058, 12810393, 987562, 17903133]"
1268,1699,"[1123842, 1050851, 12810393, 5978656, 5978648]"
1269,1700,"[837596, 891788, 13910974, 1098126, 828867]"
1270,1701,"[6534178, 6534178, 1118878, 995242, 5569230]"
1271,1703,"[848329, 838396, 986156, 1135568, 903159]"
1272,1704,"[883370, 831161, 867715, 926597, 1135476]"
1273,1705,"[1057762, 947658, 8290587, 8181282, 6632695]"
1274,1706,"[943233, 5572738, 5590695, 17215208, 876932]"
1275,1707,"[821641, 1018780, 17330421, 920426, 1070892]"
1276,1708,"[1044068, 833866, 1134414, 1111344, 1092502]"
1277,1709,"[6513604, 13007431, 851913, 852182, 894401]"
1278,1710,"[889994, 9803862, 920337, 925091, 929730]"
1279,1712,"[9575181, 5568378, 827671, 931136, 16100266]"
1280,1713,"[938394, 12301337, 12386050]"
1281,1715,[9707077]
1282,1716,"[914513, 5978656, 17901150, 15597024, 880895]"
1283,1717,"[1135694, 14077333, 995242, 870547, 899682]"
1284,1718,"[838797, 877611, 905817, 1012701, 6391436]"
1285,1719,"[12171886, 1050883, 842762, 1071343, 12946257]"
1286,1720,"[837614, 936215, 1105478, 1090953, 1074449]"
1287,1721,[970248]
1288,1722,"[868386, 1011572, 948622, 939546, 928961]"
1289,1723,"[13776458, 17179752, 917732, 1004867, 1023749]"
1290,1724,"[822226, 927606, 10254630, 9803483, 6961847]"
1291,1726,"[6534178, 9673266, 904884, 862826, 15629701]"
1292,1728,"[946396, 1031864, 891505]"
1293,1729,"[1132006, 821200, 17214322, 6034780, 1125497]"
1294,1730,[6534178]
1295,1731,"[890999, 17291608, 905333, 901762, 1075524]"
1296,1732,"[9446302, 1093697, 986921, 12692328, 1016302]"
1297,1733,"[893255, 962410, 963212, 6904613, 6978994]"
1298,1734,"[956745, 16809581, 879755, 1122568]"
1299,1735,"[981760, 1108092, 1066543, 13095367, 893221]"
1300,1737,"[891405, 15452492, 1074235, 891405, 15742095]"
1301,1738,"[981760, 845992, 904414, 922847, 922847]"
1302,1739,"[896913, 1008074, 1015141, 1076769, 5564931]"
1303,1740,"[995816, 959987, 964221, 1046055, 1120353]"
1304,1742,"[864335, 864335, 7443013, 987234, 7443013]"
1305,1743,"[898719, 13987135, 15716120, 990797, 940947]"
1306,1745,"[854899, 902377, 12263131, 15830882, 15596023]"
1307,1747,"[826666, 883819, 1054030, 1111236, 15741787]"
1308,1748,"[6534178, 13987327, 1022984, 1113164, 1135932]"
1309,1749,"[15926775, 886536, 8090550, 1016021, 979312]"
1310,1750,"[981760, 829491, 9245486, 9420077, 9677306]"
1311,1751,"[986393, 985265, 890802, 849688, 6773108]"
1312,1752,"[981760, 981760, 1056775, 1072483, 1100691]"
1313,1753,"[15630096, 1051069, 866227, 941741, 1077373]"
1314,1754,"[1033142, 926646, 926646, 843911, 858649]"
1315,1755,"[8090521, 993544, 1015280, 1031956, 1036297]"
1316,1756,"[883042, 994187, 5569172, 15659889, 1065593]"
1317,1758,"[881633, 15972644, 13877107, 1065039, 1024879]"
1318,1759,"[878757, 9553047, 910071, 908089, 904755]"
1319,1760,"[17291184, 906838, 1070820]"
1320,1761,"[981760, 1013928, 834105, 8069095, 9445549]"
1321,1762,"[981760, 13416975, 9264878, 13776390, 15742129]"
1322,1763,"[946484, 1084036, 9655676, 15926725, 1028847]"
1323,1764,"[824548, 1074223, 1027102, 979778, 970725]"
1324,1765,"[1048419, 1115187, 989931, 1001266, 1004475]"
1325,1766,"[15972479, 15971953, 880714, 1104702, 1129609]"
1326,1767,"[7024830, 6034221, 7144140, 5570590, 1108024]"
1327,1768,"[846220, 15507552, 13007435, 1130517, 1094004]"
1328,1769,"[981760, 981760, 909235, 1086233, 6633210]"
1329,1770,"[5978656, 8181182, 12525082, 960791, 13007355]"
1330,1773,"[1042823, 8118590, 1004762, 1016302, 1091182]"
1331,1774,"[981760, 822178, 9297062, 1031419, 1059595]"
1332,1775,"[981760, 16766938, 1040700, 940241, 17899703]"
1333,1776,"[981760, 822115, 1049822, 1076587, 915086]"
1334,1778,"[6534178, 6534178, 852856]"
1335,1779,"[831509, 835864, 1005186, 1048750, 1139023]"
1336,1780,"[865216, 882305, 1070782, 9194107, 914399]"
1337,1781,"[937335, 838800, 968658, 997479, 1134713]"
1338,1783,"[981760, 977854, 1010845, 1011459, 1044624]"
1339,1784,"[855718, 1074541, 15452044, 13986424, 13511774]"
1340,1785,"[885952, 1087167, 9521679, 842385, 8249433]"
1341,1787,"[995055, 1131602, 10457128, 1119051, 995242]"
1342,1788,"[13093050, 876524, 945355, 921353, 917493]"
1343,1789,"[5565352, 1133018]"
1344,1790,"[885710, 885795, 886570, 997479, 6979594]"
1345,1791,"[13158975, 1015280, 823653, 8160113, 8357533]"
1346,1792,"[880888, 1123958, 15686711, 8090519, 1079136]"
1347,1793,"[15827180, 1085920, 1062728, 5978656, 7410361]"
1348,1794,"[820291, 1021437, 13157899, 839283, 15716719]"
1349,1795,"[886996, 1013615, 9831711, 7441102, 6772684]"
1350,1796,"[10121983, 992292, 975651, 965963, 1050530]"
1351,1797,"[981760, 1008074, 6534821, 948200, 896074]"
1352,1798,"[821612, 932530, 13007547, 9242395, 1134011]"
1353,1800,"[906658, 9858801, 6534178, 6534178, 13377247]"
1354,1801,"[834399, 6534178, 8181555, 980259, 1053630]"
1355,1802,"[830960, 1011312, 13131271, 12524365, 12171706]"
1356,1803,"[936627, 826690, 939860, 13842089, 12301825]"
1357,1804,"[981760, 981760, 975658, 1017472, 6632589]"
1358,1805,"[1063207, 1063207, 942369, 7409999, 1005186]"
1359,1806,"[830790, 838630, 10356370, 10355883, 1120559]"
1360,1807,"[853235, 1115098, 6424472, 12171990, 871652]"
1361,1808,"[1034267, 928555, 1093403, 16809533, 7147145]"
1362,1809,"[1040346, 825650, 1051878, 1121335, 1111498]"
1363,1810,"[908775, 891752, 819112, 1013572, 7166786]"
1364,1811,"[832325, 842423, 13416295, 13416344, 13416803]"
1365,1812,"[892573, 15926844, 957522, 844759, 1040435]"
1366,1814,"[27658, 13013322, 13381458, 9837666, 8160430]"
1367,1815,"[867667, 6552254, 826597, 1127825, 1134058]"
1368,1816,"[1104118, 942868, 1051757, 877611, 17901319]"
1369,1817,"[963354, 865357, 8011268, 6039972, 6034982]"
1370,1818,"[980941, 13157941, 863109, 1025589, 968036]"
1371,1821,"[909387, 1109615, 15596864, 914957, 874643]"
1372,1822,"[821219, 1021133, 8119319, 1130635, 1049822]"
1373,1823,"[6534178, 1019019, 13213240, 12524023, 9655175]"
1374,1824,"[862010, 952254, 838396, 13382349, 955403]"
1375,1826,"[16770156, 1001631, 992990, 883817, 10204333]"
1376,1829,"[898848, 17214946, 919535, 952122, 978343]"
1377,1831,"[952254, 956906, 903875, 9676938, 861499]"
1378,1832,"[1004909, 15596633, 1112154, 1109849, 1007240]"
1379,1833,"[6633224, 835394, 886440, 904774, 921852]"
1380,1835,"[16123470, 1019881, 988206, 10182681, 1076199]"
1381,1836,"[912070, 9859052, 966558, 15778315, 5570398]"
1382,1837,"[821083, 931078, 835630, 1017311, 5978648]"
1383,1838,"[15926775, 1074241, 1123536, 1005173, 1001728]"
1384,1839,"[891648, 988843, 1132018, 1101932, 914492]"
1385,1841,"[821292, 864518, 13945288, 9859112, 6979393]"
1386,1843,"[1050851, 1066923, 1060312, 6534406, 1119261]"
1387,1844,"[8019914, 854502, 981888, 1089568, 9673969]"
1388,1845,"[1084613, 13157772, 1070538, 1051071, 13213404]"
1389,1846,"[937715, 908531, 1082185]"
1390,1847,"[10341401, 1024319, 988736, 10341401, 963676]"
1391,1848,"[6534178, 921920, 6039972, 1138485, 1033372]"
1392,1849,"[980657, 900586, 14077333, 5592094, 1105938]"
1393,1850,"[13115659, 1097909, 6034780, 17902077, 17991691]"
1394,1853,"[981760, 896958, 959179, 1102829, 6391167]"
1395,1854,"[863632, 827373, 1080944, 1085031, 1113347]"
1396,1856,"[858999, 13987135, 897837, 7160231, 13038913]"
1397,1857,"[9297370, 925258, 893501, 1092026]"
1398,1858,"[834993, 8160474, 12782182, 8160474, 8119101]"
1399,1861,"[862538, 926025, 1136524, 986150, 1118481]"
1400,1862,"[1136715, 969396, 13007355, 9676783, 9676763]"
1401,1864,"[830965, 9677235, 10285242, 10455927, 12582235]"
1402,1865,"[15741667, 16807622, 1019697, 999391, 5567955]"
1403,1867,"[6391484, 12810393, 844179, 12810464]"
1404,1868,"[12810418, 1085154, 1099510, 1038692, 1019722]"
1405,1869,"[990984, 1125219, 957374, 981591, 984669]"
1406,1871,"[15573581, 942045, 971531, 13213357, 13417954]"
1407,1872,"[827261, 1137304, 13512901, 6919170, 5570048]"
1408,1873,"[834396, 925275, 15629778, 13213486, 13213121]"
1409,1876,"[1086119, 7168055, 15926844, 6534178, 1085604]"
